method,id,project,package,class,isFeatureEnvy,isLongMethod,isLongParametersList,isSwitchStatement,github_url,github_raw_url
"writeAxisFormat(String, JRFont, Color, JRFont, Color, String, Boolean, Color, String, String, boolean)",11,jasperreports-3.7.3,net.sf.jasperreports.engine.util,JRApiWriter,0,0,1,0,https://github.com/JavaQualitasCorpus/jasperreports-3.7.4/blob/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/util/JRApiWriter.java#L2064-L2121,https://raw.githubusercontent.com/JavaQualitasCorpus/jasperreports-3.7.4/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/util/JRApiWriter.java#L2064-L2121
"setToBox(Byte, Byte, Byte, Byte, Byte, Color, Color, Color, Color, Color, Integer, Integer, Integer, Integer, Integer, JRLineBox)",12,jasperreports-3.7.3,net.sf.jasperreports.engine.util,JRBoxUtil,0,0,1,0,https://github.com/JavaQualitasCorpus/jasperreports-3.7.4/blob/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/util/JRBoxUtil.java#L134-L173,https://raw.githubusercontent.com/JavaQualitasCorpus/jasperreports-3.7.4/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/util/JRBoxUtil.java#L134-L173
"parseStyle(JRStyledText,Node)",49,jasperreports-3.7.3,net.sf.jasperreports.engine.util,JRStyledTextParser,0,0,0,1,https://github.com/JavaQualitasCorpus/jasperreports-3.7.4/blob/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/util/JRStyledTextParser.java#L384-L668,https://raw.githubusercontent.com/JavaQualitasCorpus/jasperreports-3.7.4/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/engine/util/JRStyledTextParser.java#L384-L668
"service(HttpServletRequest,HttpServletResponse)",120,jasperreports-3.7.3,net.sf.jasperreports.j2ee.servlets,XmlServlet,0,0,0,1,https://github.com/JavaQualitasCorpus/jasperreports-3.7.4/blob/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/j2ee/servlets/XmlServlet.java#L57-L221,https://raw.githubusercontent.com/JavaQualitasCorpus/jasperreports-3.7.4/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/j2ee/servlets/XmlServlet.java#L57-L221
"createHyperlinks(List,int,int)",146,jasperreports-3.7.3,net.sf.jasperreports.view,JRViewer,0,0,0,1,https://github.com/JavaQualitasCorpus/jasperreports-3.7.4/blob/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/view/JRViewer.java#L1621-L1705,https://raw.githubusercontent.com/JavaQualitasCorpus/jasperreports-3.7.4/3da1023a1b2c2ac15148c10c20895a53ab076a12/src/net/sf/jasperreports/view/JRViewer.java#L1621-L1705
start(),6535,javacc-5.0,org.javacc.parser,Semanticize,1,0,0,0,https://github.com/JavaQualitasCorpus/javacc-5.0/blob/c478b2e1f4b4ef3afdb0273eaac17d1eecfd36f4/src/org/javacc/parser/Semanticize.java#L55-L467,https://raw.githubusercontent.com/JavaQualitasCorpus/javacc-5.0/c478b2e1f4b4ef3afdb0273eaac17d1eecfd36f4/src/org/javacc/parser/Semanticize.java#L55-L467
"save(View,String,boolean,boolean)",140702,jedit-4.3.2,org.gjt.sp.jedit,Buffer,1,1,0,0,https://github.com/JavaQualitasCorpus/jedit-4.3.2/blob/9a64f6494276cc57f6dc85172c03e5982d81ef21/jEdit/org/gjt/sp/jedit/Buffer.java#L403-L608,https://raw.githubusercontent.com/JavaQualitasCorpus/jedit-4.3.2/9a64f6494276cc57f6dc85172c03e5982d81ef21/jEdit/org/gjt/sp/jedit/Buffer.java#L403-L608
"buildGrid(Container,List,Set,Set)",141039,jedit-4.3.2,org.gjt.sp.jedit.gui,ExtendedGridLayout,1,1,0,0,https://github.com/JavaQualitasCorpus/jedit-4.3.2/blob/9a64f6494276cc57f6dc85172c03e5982d81ef21/jEdit/org/gjt/sp/jedit/gui/ExtendedGridLayout.java#L999-L1207,https://raw.githubusercontent.com/JavaQualitasCorpus/jedit-4.3.2/9a64f6494276cc57f6dc85172c03e5982d81ef21/jEdit/org/gjt/sp/jedit/gui/ExtendedGridLayout.java#L999-L1207
indexEditorHelp(),135619,jedit-4.3.2,org.gjt.sp.jedit.help,HelpIndex,1,0,0,0,https://github.com/JavaQualitasCorpus/jedit-4.3.2/blob/9a64f6494276cc57f6dc85172c03e5982d81ef21/jEdit/org/gjt/sp/jedit/help/HelpIndex.java#L81-L119,https://raw.githubusercontent.com/JavaQualitasCorpus/jedit-4.3.2/9a64f6494276cc57f6dc85172c03e5982d81ef21/jEdit/org/gjt/sp/jedit/help/HelpIndex.java#L81-L119
updateChunksUpTo(int),136328,jedit-4.3.2,org.gjt.sp.jedit.textarea,ChunkCache,1,1,0,0,https://github.com/JavaQualitasCorpus/jedit-4.3.2/blob/9a64f6494276cc57f6dc85172c03e5982d81ef21/jEdit/org/gjt/sp/jedit/textarea/ChunkCache.java#L607-L774,https://raw.githubusercontent.com/JavaQualitasCorpus/jedit-4.3.2/9a64f6494276cc57f6dc85172c03e5982d81ef21/jEdit/org/gjt/sp/jedit/textarea/ChunkCache.java#L607-L774
"processArpOptions(ARPOptions,String,Object,RDFErrorHandler)",191093,jena-2.6.3,com.hp.hpl.jena.rdf.arp,JenaReader,0,1,0,0,https://github.com/JavaQualitasCorpus/jena-2.6.3/blob/4f8b307f58bab3bd1446ac9e8ccbdcbfea86daad/com/hp/hpl/jena/rdf/arp/JenaReader.java#L418-L544,https://raw.githubusercontent.com/JavaQualitasCorpus/jena-2.6.3/4f8b307f58bab3bd1446ac9e8ccbdcbfea86daad/com/hp/hpl/jena/rdf/arp/JenaReader.java#L418-L544
prepare(),198770,jena-2.6.3,com.hp.hpl.jena.reasoner.rulesys,FBRuleInfGraph,0,1,0,0,https://github.com/JavaQualitasCorpus/jena-2.6.3/blob/4f8b307f58bab3bd1446ac9e8ccbdcbfea86daad/com/hp/hpl/jena/reasoner/rulesys/FBRuleInfGraph.java#L374-L483,https://raw.githubusercontent.com/JavaQualitasCorpus/jena-2.6.3/4f8b307f58bab3bd1446ac9e8ccbdcbfea86daad/com/hp/hpl/jena/reasoner/rulesys/FBRuleInfGraph.java#L374-L483
determineLanguage(),189349,jena-2.6.3,jena,schemagen,1,0,0,0,https://github.com/JavaQualitasCorpus/jena-2.6.3/blob/4f8b307f58bab3bd1446ac9e8ccbdcbfea86daad/jena/schemagen.java#L215-L254,https://raw.githubusercontent.com/JavaQualitasCorpus/jena-2.6.3/4f8b307f58bab3bd1446ac9e8ccbdcbfea86daad/jena/schemagen.java#L215-L254
jextEventFired(JextEvent),37390,jext-5.0,org.jext.project,DefaultProjectManager,1,0,0,0,https://github.com/JavaQualitasCorpus/jext-5.0/blob/9c3ac80b2b472b3045025712b801a2edd7d21b53/src/lib/org/jext/project/DefaultProjectManager.java#L150-L173,https://raw.githubusercontent.com/JavaQualitasCorpus/jext-5.0/9c3ac80b2b472b3045025712b801a2edd7d21b53/src/lib/org/jext/project/DefaultProjectManager.java#L150-L173
"createStackedXYAreaChart(String, String, String, TableXYDataset, PlotOrientation, boolean, boolean, boolean)",77,jfreechart-1.0.13,org.jfree.chart,ChartFactory,0,0,1,0,https://github.com/JavaQualitasCorpus/jfreechart-1.0.13/blob/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/chart/ChartFactory.java#L1648-L1705,https://raw.githubusercontent.com/JavaQualitasCorpus/jfreechart-1.0.13/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/chart/ChartFactory.java#L1648-L1705
"createWindPlot(String, String, String, WindDataset, boolean, boolean, boolean)",84,jfreechart-1.0.13,org.jfree.chart,ChartFactory,0,0,1,0,https://github.com/JavaQualitasCorpus/jfreechart-1.0.13/blob/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/chart/ChartFactory.java#L2193-L2232,https://raw.githubusercontent.com/JavaQualitasCorpus/jfreechart-1.0.13/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/chart/ChartFactory.java#L2193-L2232
"LegendItem(String, String, String, String, Shape, Paint, Stroke, Paint)",88,jfreechart-1.0.13,org.jfree.chart,LegendItem,0,0,1,0,https://github.com/JavaQualitasCorpus/jfreechart-1.0.13/blob/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/chart/LegendItem.java#L253-L280,https://raw.githubusercontent.com/JavaQualitasCorpus/jfreechart-1.0.13/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/chart/LegendItem.java#L253-L280
"draw(Graphics2D, XYPlot, Rectangle2D, ValueAxis, ValueAxis, int, PlotRenderingInfo)",49,jfreechart-1.0.13,org.jfree.chart.annotations,XYImageAnnotation,0,0,1,0,https://github.com/JavaQualitasCorpus/jfreechart-1.0.13/blob/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/chart/annotations/XYImageAnnotation.java#L178-L234,https://raw.githubusercontent.com/JavaQualitasCorpus/jfreechart-1.0.13/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/chart/annotations/XYImageAnnotation.java#L178-L234
"refreshTicksHorizontal(Graphics2D, Rectangle2D, RectangleEdge)",159,jfreechart-1.0.13,org.jfree.chart.axis,LogarithmicAxis,0,0,0,1,https://github.com/JavaQualitasCorpus/jfreechart-1.0.13/blob/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/chart/axis/LogarithmicAxis.java#L721-L868,https://raw.githubusercontent.com/JavaQualitasCorpus/jfreechart-1.0.13/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/chart/axis/LogarithmicAxis.java#L721-L868
"refreshTicksVertical(Graphics2D, Rectangle2D, RectangleEdge)",160,jfreechart-1.0.13,org.jfree.chart.axis,LogarithmicAxis,0,0,0,1,https://github.com/JavaQualitasCorpus/jfreechart-1.0.13/blob/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/chart/axis/LogarithmicAxis.java#L870-L1058,https://raw.githubusercontent.com/JavaQualitasCorpus/jfreechart-1.0.13/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/chart/axis/LogarithmicAxis.java#L870-L1058
"drawTickMarksHorizontal(Graphics2D, AxisState, Rectangle2D, RectangleEdge)",365,jfreechart-1.0.13,org.jfree.chart.axis,PeriodAxis,0,0,0,1,https://github.com/JavaQualitasCorpus/jfreechart-1.0.13/blob/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/chart/axis/PeriodAxis.java#L712-L799,https://raw.githubusercontent.com/JavaQualitasCorpus/jfreechart-1.0.13/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/chart/axis/PeriodAxis.java#L712-L799
"PeriodAxisLabelInfo(Class, DateFormat, RectangleInsets, Font, Paint, boolean, Stroke, Paint)",193,jfreechart-1.0.13,org.jfree.chart.axis,PeriodAxisLabelInfo,0,0,1,0,https://github.com/JavaQualitasCorpus/jfreechart-1.0.13/blob/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/chart/axis/PeriodAxisLabelInfo.java#L137-L188,https://raw.githubusercontent.com/JavaQualitasCorpus/jfreechart-1.0.13/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/chart/axis/PeriodAxisLabelInfo.java#L137-L188
"BlockBorder(double, double, double, double, Paint)",1415,jfreechart-1.0.13,org.jfree.chart.block,BlockBorder,0,0,1,0,https://github.com/JavaQualitasCorpus/jfreechart-1.0.13/blob/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/chart/block/BlockBorder.java#L107-L119,https://raw.githubusercontent.com/JavaQualitasCorpus/jfreechart-1.0.13/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/chart/block/BlockBorder.java#L107-L119
"drawRangeCrosshair(Graphics2D, Rectangle2D, PlotOrientation, double, ValueAxis, Stroke, Paint)",200,jfreechart-1.0.13,org.jfree.chart.plot,CategoryPlot,0,0,1,0,https://github.com/JavaQualitasCorpus/jfreechart-1.0.13/blob/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/chart/plot/CategoryPlot.java#L4142-L4182,https://raw.githubusercontent.com/JavaQualitasCorpus/jfreechart-1.0.13/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/chart/plot/CategoryPlot.java#L4142-L4182
"render(Graphics2D, Rectangle2D, int, PlotRenderingInfo, CategoryCrosshairState)",165,jfreechart-1.0.13,org.jfree.chart.plot,CategoryPlot,0,0,0,1,https://github.com/JavaQualitasCorpus/jfreechart-1.0.13/blob/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/chart/plot/CategoryPlot.java#L3787-L3861,https://raw.githubusercontent.com/JavaQualitasCorpus/jfreechart-1.0.13/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/chart/plot/CategoryPlot.java#L3787-L3861
"drawSide(Graphics2D, Rectangle2D, Arc2D, Area, Area, Paint, Paint, Stroke, boolean, boolean)",161,jfreechart-1.0.13,org.jfree.chart.plot,PiePlot3D,0,0,0,1,https://github.com/JavaQualitasCorpus/jfreechart-1.0.13/blob/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/chart/plot/PiePlot3D.java#L595-L969,https://raw.githubusercontent.com/JavaQualitasCorpus/jfreechart-1.0.13/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/chart/plot/PiePlot3D.java#L595-L969
"drawItem(Graphics2D, int, Rectangle2D, PiePlotState, int)",162,jfreechart-1.0.13,org.jfree.chart.plot,RingPlot,0,0,0,1,https://github.com/JavaQualitasCorpus/jfreechart-1.0.13/blob/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/chart/plot/RingPlot.java#L328-L458,https://raw.githubusercontent.com/JavaQualitasCorpus/jfreechart-1.0.13/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/chart/plot/RingPlot.java#L328-L458
"drawRadarPoly(Graphics2D,Rectangle2D,Point2D,PlotRenderingInfo,int,int,double,double)",276207,jfreechart-1.0.13,org.jfree.chart.plot,SpiderWebPlot,0,1,0,0,https://github.com/JavaQualitasCorpus/jfreechart-1.0.13/blob/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/chart/plot/SpiderWebPlot.java#L1260-L1383,https://raw.githubusercontent.com/JavaQualitasCorpus/jfreechart-1.0.13/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/chart/plot/SpiderWebPlot.java#L1260-L1383
"draw(Graphics2D, Rectangle2D, Point2D, PlotState, PlotRenderingInfo)",2011,jfreechart-1.0.13,org.jfree.chart.plot,XYPlot,0,0,1,0,https://github.com/JavaQualitasCorpus/jfreechart-1.0.13/blob/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/chart/plot/XYPlot.java#L3125-L3390,https://raw.githubusercontent.com/JavaQualitasCorpus/jfreechart-1.0.13/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/chart/plot/XYPlot.java#L3125-L3390
"drawDomainCrosshair(Graphics2D, Rectangle2D, PlotOrientation, double, ValueAxis, Stroke, Paint)",202,jfreechart-1.0.13,org.jfree.chart.plot,XYPlot,0,0,1,0,https://github.com/JavaQualitasCorpus/jfreechart-1.0.13/blob/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/chart/plot/XYPlot.java#L4161-L4197,https://raw.githubusercontent.com/JavaQualitasCorpus/jfreechart-1.0.13/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/chart/plot/XYPlot.java#L4161-L4197
getDataRange(ValueAxis),169,jfreechart-1.0.13,org.jfree.chart.plot,XYPlot,0,0,0,1,https://github.com/JavaQualitasCorpus/jfreechart-1.0.13/blob/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/chart/plot/XYPlot.java#L4398-L4503,https://raw.githubusercontent.com/JavaQualitasCorpus/jfreechart-1.0.13/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/chart/plot/XYPlot.java#L4398-L4503
"render(Graphics2D, Rectangle2D, int, PlotRenderingInfo, CrosshairState)",168,jfreechart-1.0.13,org.jfree.chart.plot,XYPlot,0,0,0,1,https://github.com/JavaQualitasCorpus/jfreechart-1.0.13/blob/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/chart/plot/XYPlot.java#L3677-L3775,https://raw.githubusercontent.com/JavaQualitasCorpus/jfreechart-1.0.13/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/chart/plot/XYPlot.java#L3677-L3775
"drawVerticalItem(Graphics2D, CategoryItemRendererState, Rectangle2D, CategoryPlot, CategoryAxis, ValueAxis, CategoryDataset, int, int)",141,jfreechart-1.0.13,org.jfree.chart.renderer.category,LayeredBarRenderer,0,0,1,0,https://github.com/JavaQualitasCorpus/jfreechart-1.0.13/blob/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/chart/renderer/category/LayeredBarRenderer.java#L337-L469,https://raw.githubusercontent.com/JavaQualitasCorpus/jfreechart-1.0.13/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/chart/renderer/category/LayeredBarRenderer.java#L337-L469
"drawItem(Graphics2D, CategoryItemRendererState, Rectangle2D, CategoryPlot, CategoryAxis, ValueAxis, CategoryDataset, int, int, int)",131,jfreechart-1.0.13,org.jfree.chart.renderer.category,LineRenderer3D,0,0,1,1,https://github.com/JavaQualitasCorpus/jfreechart-1.0.13/blob/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/chart/renderer/category/LineRenderer3D.java#L495-L611,https://raw.githubusercontent.com/JavaQualitasCorpus/jfreechart-1.0.13/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/chart/renderer/category/LineRenderer3D.java#L495-L611
"drawRangeMarker(Graphics2D, XYPlot, ValueAxis, Marker, Rectangle2D)",346,jfreechart-1.0.13,org.jfree.chart.renderer.xy,AbstractXYItemRenderer,0,0,0,1,https://github.com/JavaQualitasCorpus/jfreechart-1.0.13/blob/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/chart/renderer/xy/AbstractXYItemRenderer.java#L1202-L1363,https://raw.githubusercontent.com/JavaQualitasCorpus/jfreechart-1.0.13/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/chart/renderer/xy/AbstractXYItemRenderer.java#L1202-L1363
"initialise(Graphics2D, Rectangle2D, XYPlot, XYDataset, PlotRenderingInfo)",1626,jfreechart-1.0.13,org.jfree.chart.renderer.xy,XYStepAreaRenderer,0,0,1,0,https://github.com/JavaQualitasCorpus/jfreechart-1.0.13/blob/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/chart/renderer/xy/XYStepAreaRenderer.java#L302-L329,https://raw.githubusercontent.com/JavaQualitasCorpus/jfreechart-1.0.13/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/chart/renderer/xy/XYStepAreaRenderer.java#L302-L329
"drawItem(Graphics2D, XYItemRendererState, Rectangle2D, PlotRenderingInfo, XYPlot, ValueAxis, ValueAxis, XYDataset, int, int, CrosshairState, int)",175,jfreechart-1.0.13,org.jfree.chart.renderer.xy,XYStepRenderer,0,0,1,1,https://github.com/JavaQualitasCorpus/jfreechart-1.0.13/blob/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/chart/renderer/xy/XYStepRenderer.java#L177-L306,https://raw.githubusercontent.com/JavaQualitasCorpus/jfreechart-1.0.13/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/chart/renderer/xy/XYStepRenderer.java#L177-L306
findMaximumRangeValue(CategoryDataset),389,jfreechart-1.0.13,org.jfree.data.general,DatasetUtilities,0,0,0,1,https://github.com/JavaQualitasCorpus/jfreechart-1.0.13/blob/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/data/general/DatasetUtilities.java#L1681-L1735,https://raw.githubusercontent.com/JavaQualitasCorpus/jfreechart-1.0.13/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/data/general/DatasetUtilities.java#L1681-L1735
findMaximumRangeValue(XYDataset),390,jfreechart-1.0.13,org.jfree.data.general,DatasetUtilities,0,0,0,1,https://github.com/JavaQualitasCorpus/jfreechart-1.0.13/blob/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/data/general/DatasetUtilities.java#L1737-L1795,https://raw.githubusercontent.com/JavaQualitasCorpus/jfreechart-1.0.13/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/data/general/DatasetUtilities.java#L1737-L1795
findMinimumRangeValue(XYDataset),388,jfreechart-1.0.13,org.jfree.data.general,DatasetUtilities,0,0,0,1,https://github.com/JavaQualitasCorpus/jfreechart-1.0.13/blob/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/data/general/DatasetUtilities.java#L1619-L1679,https://raw.githubusercontent.com/JavaQualitasCorpus/jfreechart-1.0.13/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/data/general/DatasetUtilities.java#L1619-L1679
"executeQuery(Connection,String)",172,jfreechart-1.0.13,org.jfree.data.jdbc,JDBCCategoryDataset,0,0,0,1,https://github.com/JavaQualitasCorpus/jfreechart-1.0.13/blob/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/data/jdbc/JDBCCategoryDataset.java#L194-L316,https://raw.githubusercontent.com/JavaQualitasCorpus/jfreechart-1.0.13/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/data/jdbc/JDBCCategoryDataset.java#L194-L316
executeQuery(String),171,jfreechart-1.0.13,org.jfree.data.jdbc,JDBCXYDataset,0,0,0,1,https://github.com/JavaQualitasCorpus/jfreechart-1.0.13/blob/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/data/jdbc/JDBCCategoryDataset.java#L178-L192,https://raw.githubusercontent.com/JavaQualitasCorpus/jfreechart-1.0.13/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/data/jdbc/JDBCCategoryDataset.java#L178-L192
updateBounds(),150,jfreechart-1.0.13,org.jfree.data.statistics,DefaultStatisticalCategoryDataset,0,0,0,1,https://github.com/JavaQualitasCorpus/jfreechart-1.0.13/blob/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/data/statistics/DefaultStatisticalCategoryDataset.java#L531-L624,https://raw.githubusercontent.com/JavaQualitasCorpus/jfreechart-1.0.13/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/data/statistics/DefaultStatisticalCategoryDataset.java#L531-L624
"calculateMean(Collection, boolean)",151,jfreechart-1.0.13,org.jfree.data.statistics,Statistics,0,0,0,1,https://github.com/JavaQualitasCorpus/jfreechart-1.0.13/blob/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/data/statistics/Statistics.java#L125-L171,https://raw.githubusercontent.com/JavaQualitasCorpus/jfreechart-1.0.13/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/data/statistics/Statistics.java#L125-L171
"createMovingAverage(TimeSeries, String, int, int)",156,jfreechart-1.0.13,org.jfree.data.time,MovingAverage,0,0,0,1,https://github.com/JavaQualitasCorpus/jfreechart-1.0.13/blob/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/data/time/MovingAverage.java#L96-L178,https://raw.githubusercontent.com/JavaQualitasCorpus/jfreechart-1.0.13/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/data/time/MovingAverage.java#L96-L178
"createMovingAverage(XYDataset, int, String, double, double)",157,jfreechart-1.0.13,org.jfree.data.time,MovingAverage,0,0,0,1,https://github.com/JavaQualitasCorpus/jfreechart-1.0.13/blob/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/data/time/MovingAverage.java#L281-L360,https://raw.githubusercontent.com/JavaQualitasCorpus/jfreechart-1.0.13/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/data/time/MovingAverage.java#L281-L360
parseWeek(String),155,jfreechart-1.0.13,org.jfree.data.time,Week,0,0,0,1,https://github.com/JavaQualitasCorpus/jfreechart-1.0.13/blob/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/data/time/Week.java#L521-L580,https://raw.githubusercontent.com/JavaQualitasCorpus/jfreechart-1.0.13/6a295140f831208983e215ace6512dcb671166bb/source/org/jfree/data/time/Week.java#L521-L580
"installAttributes(Object,CellView,boolean,JGraph)",54683,jgraph-5.13.0.0,com.jgraph.example.panelexample,FlyweightUIComponent,1,0,0,0,https://github.com/JavaQualitasCorpus/jgraph-5.13.0.0/blob/bce4e5747e4d96a006c3d4f82207f10588c82c85/examples/com/jgraph/example/panelexample/FlyweightUIComponent.java#L141-L259,https://raw.githubusercontent.com/JavaQualitasCorpus/jgraph-5.13.0.0/bce4e5747e4d96a006c3d4f82207f10588c82c85/examples/com/jgraph/example/panelexample/FlyweightUIComponent.java#L141-L259
"transpose(int,JGraphHierarchyModel)",54585,jgraph-5.13.0.0,com.jgraph.layout.hierarchical,JGraphMedianHybridCrossingReduction,0,1,0,0,https://github.com/JavaQualitasCorpus/jgraph-5.13.0.0/blob/bce4e5747e4d96a006c3d4f82207f10588c82c85/src/com/jgraph/layout/hierarchical/JGraphMedianHybridCrossingReduction.java#L237-L383,https://raw.githubusercontent.com/JavaQualitasCorpus/jgraph-5.13.0.0/bce4e5747e4d96a006c3d4f82207f10588c82c85/src/com/jgraph/layout/hierarchical/JGraphMedianHybridCrossingReduction.java#L237-L383
setOptimizationConfiguration(Properties),35447,jgraphpad-5.10.0.2,org.jgraph.plugins.layouts,GEMLayoutSettings,1,0,0,0,https://github.com/JavaQualitasCorpus/jgraphpad-5.10.0.2/blob/a3b912a376d763243ec6627078d82ba7df46e432/src/org/jgraph/plugins/layouts/GEMLayoutSettings.java#L1776-L1778,https://raw.githubusercontent.com/JavaQualitasCorpus/jgraphpad-5.10.0.2/a3b912a376d763243ec6627078d82ba7df46e432/src/org/jgraph/plugins/layouts/GEMLayoutSettings.java#L1776-L1778
construct(),36022,jgraphpad-5.10.0.2,org.microplatform.gui,org.microplatform.gui.MDIContainer$1,1,0,0,0,https://github.com/JavaQualitasCorpus/jgraphpad-5.10.0.2/blob/a3b912a376d763243ec6627078d82ba7df46e432/src/org/microplatform/gui/MDIContainer.java#L151-L179,https://raw.githubusercontent.com/JavaQualitasCorpus/jgraphpad-5.10.0.2/a3b912a376d763243ec6627078d82ba7df46e432/src/org/microplatform/gui/MDIContainer.java#L151-L179
"KShortestPathsIterator(Graph,Object,Object,int)",23002,jgrapht-0.8.1,org.jgrapht.alg,KShortestPathsIterator,1,0,0,0,https://github.com/JavaQualitasCorpus/jgrapht-0.8.1/blob/d09094df87ed281e5f7e496941f7fe0aa84b60cd/src/org/jgrapht/alg/KShortestPathsIterator.java#L107-L132,https://raw.githubusercontent.com/JavaQualitasCorpus/jgrapht-0.8.1/d09094df87ed281e5f7e496941f7fe0aa84b60cd/src/org/jgrapht/alg/KShortestPathsIterator.java#L107-L132
"AbstractBaseGraph(EdgeFactory,boolean,boolean)",22454,jgrapht-0.8.1,org.jgrapht.graph,AbstractBaseGraph,1,0,0,0,https://github.com/JavaQualitasCorpus/jgrapht-0.8.1/blob/d09094df87ed281e5f7e496941f7fe0aa84b60cd/src/org/jgrapht/graph/AbstractBaseGraph.java#L98-L126,https://raw.githubusercontent.com/JavaQualitasCorpus/jgrapht-0.8.1/d09094df87ed281e5f7e496941f7fe0aa84b60cd/src/org/jgrapht/graph/AbstractBaseGraph.java#L98-L126
"parse(Element,boolean)",417,jgroups-2.10.0,org.jgroups,JChannelFactory,0,0,0,1,https://github.com/JavaQualitasCorpus/jgroups-2.10.0/blob/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/JChannelFactory.java#L558-L622,https://raw.githubusercontent.com/JavaQualitasCorpus/jgroups-2.10.0/fdb5ad24c4fc4a6ff78806015e0d41159510c820/src/org/jgroups/JChannelFactory.java#L558-L622
